Date,Open,High,Low,Close,Adj Close,Volume
2012-02-17,381.470001,385.339996,380.000000,384.700012,384.700012,577900
2012-02-21,382.799988,387.000000,380.140015,383.579987,383.579987,687400
2012-02-22,383.000000,386.730011,381.119995,384.950012,384.950012,403500
2012-02-23,383.649994,387.750000,383.500000,386.799988,386.799988,332200
2012-02-24,387.760010,387.989990,384.850006,387.420013,387.420013,311200
2012-02-27,385.940002,390.410004,385.209991,388.890015,388.890015,344600
2012-02-28,389.600006,392.350006,387.510010,391.959991,391.959991,356600
2012-02-29,390.899994,392.000000,387.339996,390.220001,390.220001,355100
2012-03-01,391.850006,394.750000,388.000000,394.100006,394.100006,387700
2012-03-02,393.500000,394.790009,391.980011,394.390015,394.390015,303000
2012-03-05,394.290009,396.640015,391.579987,392.980011,392.980011,376800
2012-03-06,388.399994,389.489990,386.440002,387.299988,387.299988,531600
2012-03-07,389.480011,393.480011,387.089996,392.100006,392.100006,299400
2012-03-08,393.000000,399.559998,392.230011,398.179993,398.179993,345800
2012-03-09,399.100006,400.000000,396.510010,398.119995,398.119995,362400
2012-03-12,398.980011,401.369995,395.660004,397.519989,397.519989,367000
2012-03-13,400.070007,400.070007,396.440002,400.049988,400.049988,307200
2012-03-14,400.880005,401.519989,397.649994,400.000000,400.000000,271600
2012-03-15,400.750000,408.309998,399.589996,407.079987,407.079987,554500
2012-03-16,409.769989,410.950012,405.529999,410.910004,410.910004,531700
2012-03-19,410.290009,414.230011,407.149994,413.920013,413.920013,376700
2012-03-20,411.000000,414.450012,409.269989,412.869995,412.869995,358500
2012-03-21,413.250000,417.179993,412.970001,416.109985,416.109985,398700
2012-03-22,414.450012,418.809998,413.529999,418.130005,418.130005,477000
2012-03-23,416.709991,417.570007,411.970001,415.510010,415.510010,459900
2012-03-26,417.489990,425.579987,417.000000,424.700012,424.700012,444600
2012-03-27,424.820007,426.570007,421.000000,421.369995,421.369995,527500
2012-03-28,422.239990,424.399994,416.720001,420.089996,420.089996,364300
2012-03-29,419.109985,421.029999,415.000000,420.619995,420.619995,342000
2012-03-30,424.839996,424.839996,418.000000,418.000000,418.000000,348400
2012-04-02,417.000000,421.410004,413.540009,418.399994,418.399994,381300
2012-04-03,417.579987,422.429993,417.579987,422.260010,422.260010,482800
2012-04-04,419.230011,420.910004,411.119995,417.040009,417.040009,678900
2012-04-05,415.089996,424.989990,414.970001,424.980011,424.980011,539400
2012-04-09,420.500000,427.130005,420.500000,426.309998,426.309998,461700
2012-04-10,425.079987,428.950012,414.589996,416.619995,416.619995,750100
2012-04-11,421.399994,426.660004,421.000000,422.660004,422.660004,698000
2012-04-12,423.970001,433.529999,423.049988,433.220001,433.220001,807900
2012-04-13,433.799988,442.399994,429.019989,440.399994,440.399994,948600
2012-04-16,439.470001,441.779999,428.760010,432.119995,432.119995,832400
2012-04-17,434.950012,434.950012,429.040009,432.429993,432.429993,627300
2012-04-18,432.250000,440.929993,431.989990,438.109985,438.109985,500800
2012-04-19,439.230011,439.420013,428.260010,430.779999,430.779999,838600
2012-04-20,429.480011,433.299988,416.010010,419.260010,419.260010,2031300
2012-04-23,413.899994,417.660004,406.380005,417.239990,417.239990,1340800
2012-04-24,411.959991,414.000000,401.029999,402.859985,402.859985,1207800
2012-04-25,405.500000,413.649994,405.029999,412.989990,412.989990,583200
2012-04-26,412.179993,418.489990,410.029999,414.739990,414.739990,591800
2012-04-27,415.000000,421.000000,412.250000,419.410004,419.410004,588200
2012-04-30,418.470001,419.390015,412.779999,414.149994,414.149994,325300
2012-05-01,415.410004,424.149994,414.589996,419.890015,419.890015,501400
2012-05-02,417.920013,424.410004,416.109985,422.799988,422.799988,467400
2012-05-03,423.299988,423.640015,413.369995,414.739990,414.739990,505000
2012-05-04,412.760010,413.040009,406.299988,407.880005,407.880005,713300
2012-05-07,405.640015,410.600006,403.250000,407.059998,407.059998,395000
2012-05-08,405.250000,405.799988,392.100006,403.429993,403.429993,809200
2012-05-09,396.000000,405.730011,396.000000,401.779999,401.779999,635700
2012-05-10,404.250000,409.500000,402.670013,407.510010,407.510010,560700
2012-05-11,404.329987,413.290009,403.679993,408.250000,408.250000,467000
2012-05-14,405.799988,407.220001,399.010010,399.920013,399.920013,470300
2012-05-15,400.019989,407.000000,399.890015,403.029999,403.029999,457900
2012-05-16,405.100006,409.329987,402.510010,404.529999,404.529999,421500
2012-05-17,406.239990,407.000000,394.500000,394.500000,394.500000,633700
2012-05-18,394.420013,399.899994,390.000000,392.130005,392.130005,574100
2012-05-21,391.500000,395.380005,384.489990,393.329987,393.329987,676200
2012-05-22,401.350006,405.730011,391.589996,395.559998,395.559998,1147700
2012-05-23,394.910004,406.410004,390.559998,405.950012,405.950012,698000
2012-05-24,408.040009,408.630005,397.690002,401.609985,401.609985,571700
2012-05-25,401.899994,404.179993,398.630005,400.420013,400.420013,370300
2012-05-29,403.579987,417.899994,403.579987,417.730011,417.730011,866800
2012-05-30,413.950012,415.970001,410.209991,412.600006,412.600006,424400
2012-05-31,412.440002,413.809998,407.359985,413.070007,413.070007,384000
2012-06-01,404.869995,408.940002,394.000000,397.140015,397.140015,657000
2012-06-04,396.160004,397.959991,387.869995,397.089996,397.089996,486100
2012-06-05,394.100006,403.359985,392.679993,401.839996,401.839996,465300
2012-06-06,405.649994,412.790009,405.649994,411.209991,411.209991,485600
2012-06-07,414.989990,414.989990,403.309998,404.059998,404.059998,490600
2012-06-08,401.329987,408.190002,399.459991,407.339996,407.339996,511200
2012-06-11,410.299988,410.989990,398.309998,398.350006,398.350006,477000
2012-06-12,399.420013,402.730011,395.500000,400.190002,400.190002,432500
2012-06-13,397.269989,402.950012,394.250000,395.799988,395.799988,412200
2012-06-14,397.600006,400.910004,393.649994,398.250000,398.250000,533800
2012-06-15,399.700012,404.410004,396.410004,402.450012,402.450012,801700
2012-06-18,401.079987,414.459991,399.000000,414.459991,414.459991,521600
2012-06-19,416.859985,419.429993,414.890015,416.540009,416.540009,375500
2012-06-20,416.250000,419.690002,413.010010,417.500000,417.500000,440600
2012-06-21,417.750000,418.000000,410.010010,410.059998,410.059998,371000
2012-06-22,412.500000,415.750000,410.500000,415.480011,415.480011,345100
2012-06-25,412.010010,413.790009,409.109985,411.850006,411.850006,312900
2012-06-26,412.820007,416.739990,411.359985,415.410004,415.410004,283200
2012-06-27,414.989990,414.989990,390.660004,391.779999,391.779999,1975400
2012-06-28,387.970001,387.970001,370.190002,376.950012,376.950012,1657800
2012-06-29,382.010010,382.929993,373.000000,379.950012,379.950012,1099100
2012-07-02,386.029999,386.029999,376.260010,383.459991,383.459991,872400
2012-07-03,381.899994,382.850006,378.040009,380.369995,380.369995,311900
2012-07-05,379.000000,386.690002,379.000000,382.859985,382.859985,453500
2012-07-06,378.690002,384.500000,378.500000,383.489990,383.489990,417800
2012-07-09,382.140015,392.660004,381.989990,386.700012,386.700012,747400
2012-07-10,388.589996,391.000000,378.170013,379.890015,379.890015,652300
2012-07-11,380.579987,382.609985,375.380005,380.470001,380.470001,423200
2012-07-12,378.019989,384.769989,377.190002,383.529999,383.529999,512200
2012-07-13,383.339996,394.160004,382.859985,392.369995,392.369995,780100
2012-07-16,390.440002,398.540009,390.440002,394.339996,394.339996,571100
2012-07-17,400.000000,402.000000,394.109985,398.910004,398.910004,630600
2012-07-18,396.559998,399.440002,393.029999,398.059998,398.059998,381700
2012-07-19,397.239990,404.589996,396.980011,403.859985,403.859985,1334300
2012-07-20,328.450012,335.799988,307.200012,316.980011,316.980011,9795100
2012-07-23,308.109985,312.829987,301.100006,306.010010,306.010010,1817200
2012-07-24,302.440002,304.779999,292.329987,294.309998,294.309998,1925500
2012-07-25,297.540009,300.549988,294.880005,296.480011,296.480011,932700
2012-07-26,300.000000,302.869995,289.640015,289.859985,289.859985,1145100
2012-07-27,290.750000,297.119995,287.029999,296.079987,296.079987,1311700
2012-07-30,296.279999,298.790009,290.029999,291.130005,291.130005,926300
2012-07-31,291.630005,294.989990,289.140015,292.329987,292.329987,658300
2012-08-01,292.869995,293.880005,280.410004,280.670013,280.670013,777400
2012-08-02,278.239990,286.989990,277.260010,283.769989,283.769989,911800
2012-08-03,288.739990,298.670013,288.250000,297.649994,297.649994,1370800
2012-08-06,299.500000,299.980011,291.809998,291.809998,291.809998,700800
2012-08-07,294.459991,307.279999,293.250000,304.410004,304.410004,969800
2012-08-08,301.500000,303.549988,297.480011,298.049988,298.049988,572300
2012-08-09,298.760010,301.750000,296.470001,297.200012,297.200012,386600
2012-08-10,296.290009,300.079987,290.640015,295.390015,295.390015,579700
2012-08-13,297.350006,297.980011,291.769989,292.769989,292.769989,377100
2012-08-14,292.940002,298.459991,292.760010,296.829987,296.829987,568500
2012-08-15,296.510010,300.000000,293.029999,297.980011,297.980011,650800
2012-08-16,298.839996,304.230011,298.089996,299.790009,299.790009,705500
2012-08-17,301.500000,302.089996,297.500000,299.100006,299.100006,731400
2012-08-20,297.579987,300.279999,295.000000,299.000000,299.000000,590000
2012-08-21,299.510010,302.000000,296.170013,296.970001,296.970001,557200
2012-08-22,296.829987,298.809998,296.459991,297.000000,297.000000,312800
2012-08-23,297.299988,298.160004,291.929993,291.989990,291.989990,538300
2012-08-24,293.170013,296.820007,291.000000,295.000000,295.000000,631300
2012-08-27,294.390015,296.820007,292.920013,292.950012,292.950012,404700
2012-08-28,291.940002,295.730011,290.260010,294.070007,294.070007,279800
2012-08-29,294.890015,296.899994,292.390015,293.239990,293.239990,336500
2012-08-30,292.739990,293.309998,289.200012,290.029999,290.029999,427100
2012-08-31,291.750000,292.820007,286.489990,288.640015,288.640015,510100
2012-09-04,289.730011,289.739990,283.679993,285.989990,285.989990,455800
2012-09-05,287.489990,292.839996,286.540009,288.570007,288.570007,603100
2012-09-06,290.769989,303.000000,290.769989,302.329987,302.329987,943500
2012-09-07,303.250000,326.489990,303.250000,326.350006,326.350006,2143700
2012-09-10,326.609985,337.519989,322.429993,332.809998,332.809998,1538300
2012-09-11,333.559998,340.390015,330.010010,332.510010,332.510010,1175300
2012-09-12,333.799988,339.500000,331.559998,337.890015,337.890015,831500
2012-09-13,334.329987,343.890015,334.329987,340.799988,340.799988,740700
2012-09-14,341.820007,343.940002,335.079987,336.450012,336.450012,879200
2012-09-17,338.000000,351.799988,338.000000,346.820007,346.820007,1103800
2012-09-18,346.059998,347.970001,340.250000,341.540009,341.540009,594900
2012-09-19,343.809998,346.049988,341.559998,343.250000,343.250000,470600
2012-09-20,342.480011,342.480011,336.399994,338.890015,338.890015,562900
2012-09-21,342.369995,342.970001,335.519989,336.399994,336.399994,653000
2012-09-24,336.899994,337.829987,332.540009,333.019989,333.019989,393700
2012-09-25,335.709991,336.890015,322.549988,323.470001,323.470001,787800
2012-09-26,321.690002,321.690002,312.709991,318.809998,318.809998,916700
2012-09-27,319.250000,323.799988,315.529999,320.309998,320.309998,691500
2012-09-28,319.459991,320.859985,312.230011,317.540009,317.540009,673700
2012-10-01,319.579987,322.920013,314.570007,316.130005,316.130005,522500
2012-10-02,319.869995,319.869995,290.149994,302.959991,302.959991,3392800
2012-10-03,302.380005,305.000000,298.010010,300.670013,300.670013,941600
2012-10-04,302.399994,302.399994,293.730011,294.010010,294.010010,1083200
2012-10-05,294.829987,295.989990,278.010010,280.929993,280.929993,2418200
2012-10-08,281.619995,291.809998,279.640015,286.559998,286.559998,1312000
2012-10-09,284.940002,289.899994,280.570007,286.739990,286.739990,1106900
2012-10-10,288.429993,292.149994,284.160004,286.619995,286.619995,717300
2012-10-11,283.149994,290.329987,280.750000,286.359985,286.359985,1196900
2012-10-12,285.720001,291.500000,285.410004,290.470001,290.470001,927300
2012-10-15,289.000000,297.000000,286.450012,295.140015,295.140015,1001400
2012-10-16,295.140015,296.309998,290.049988,291.899994,291.899994,738900
2012-10-17,288.299988,292.869995,288.299988,290.000000,290.000000,673300
2012-10-18,293.570007,293.570007,283.109985,285.929993,285.929993,2097200
2012-10-19,251.949997,252.860001,239.539993,243.000000,243.000000,6349100
2012-10-22,244.199997,244.199997,234.080002,237.500000,237.500000,2035300
2012-10-23,234.449997,243.000000,233.820007,236.240005,236.240005,1810600
2012-10-24,238.009995,243.419998,235.139999,242.820007,242.820007,1839900
2012-10-25,245.100006,248.690002,243.399994,248.009995,248.009995,1653400
2012-10-26,249.479996,252.429993,245.520004,251.520004,251.520004,1209100
2012-10-31,253.500000,255.550003,250.089996,254.529999,254.529999,741300
2012-11-01,251.559998,263.380005,251.559998,263.250000,263.250000,1096400
2012-11-02,264.220001,268.269989,261.929993,262.320007,262.320007,769500
2012-11-05,262.640015,266.119995,259.820007,265.200012,265.200012,475500
2012-11-06,271.250000,281.320007,271.250000,279.690002,279.690002,1282200
2012-11-07,275.970001,284.570007,272.579987,272.859985,272.859985,1061800
2012-11-08,273.529999,274.609985,260.000000,261.359985,261.359985,1181800
2012-11-09,260.000000,264.899994,258.000000,259.519989,259.519989,903400
2012-11-12,260.850006,264.970001,258.850006,263.559998,263.559998,611900
2012-11-13,262.070007,266.320007,261.589996,262.130005,262.130005,534600
2012-11-14,263.890015,264.720001,255.630005,256.540009,256.540009,590100
2012-11-15,255.559998,260.890015,253.389999,260.299988,260.299988,620400
2012-11-16,259.149994,264.440002,257.859985,262.760010,262.760010,675600
2012-11-19,266.309998,270.859985,265.140015,270.260010,270.260010,589000
2012-11-20,270.179993,275.260010,266.690002,268.459991,268.459991,699200
2012-11-21,272.299988,278.000000,271.679993,275.459991,275.459991,637600
2012-11-23,277.179993,278.100006,273.769989,274.339996,274.339996,206300
2012-11-26,273.720001,274.170013,266.609985,270.670013,270.670013,600200
2012-11-27,270.130005,274.100006,261.339996,261.589996,261.589996,1090400
2012-11-28,260.309998,268.420013,257.239990,266.510010,266.510010,774300
2012-11-29,267.600006,268.470001,263.820007,266.799988,266.799988,477600
2012-11-30,264.079987,267.730011,260.140015,263.779999,263.779999,523100
2012-12-03,265.049988,267.000000,261.730011,263.750000,263.750000,375700
2012-12-04,261.839996,271.540009,260.010010,271.510010,271.510010,890500
2012-12-05,271.200012,271.839996,263.970001,264.970001,264.970001,570200
2012-12-06,264.750000,270.190002,263.089996,266.510010,266.510010,419600
2012-12-07,268.200012,272.980011,267.079987,268.609985,268.609985,342700
2012-12-10,271.100006,274.200012,266.970001,272.920013,272.920013,454700
2012-12-11,273.630005,277.739990,273.010010,274.049988,274.049988,526100
2012-12-12,275.559998,278.309998,274.359985,275.510010,275.510010,694200
2012-12-13,275.839996,281.000000,274.010010,277.649994,277.649994,714300
2012-12-14,275.910004,280.329987,274.410004,277.250000,277.250000,316700
2012-12-17,278.399994,287.209991,278.119995,286.679993,286.679993,671200
2012-12-18,287.950012,295.329987,287.579987,293.459991,293.459991,824800
2012-12-19,293.940002,296.869995,287.760010,288.890015,288.890015,533200
2012-12-20,287.010010,289.859985,284.619995,288.790009,288.790009,402100
2012-12-21,285.640015,293.179993,280.549988,292.519989,292.519989,783700
2012-12-24,292.029999,294.989990,290.220001,294.079987,294.079987,232400
2012-12-26,294.079987,294.980011,287.239990,289.029999,289.029999,415000
2012-12-27,289.630005,296.269989,289.630005,295.320007,295.320007,546500
2012-12-28,293.019989,294.880005,289.459991,290.529999,290.529999,450500
2012-12-31,289.510010,298.200012,289.309998,297.459991,297.459991,499700
2013-01-02,304.260010,306.730011,298.309998,301.059998,301.059998,491400
2013-01-03,297.000000,305.079987,295.130005,300.950012,300.950012,473000
2013-01-04,301.440002,304.279999,300.130005,300.179993,300.179993,368100
2013-01-07,299.959991,301.000000,295.350006,299.589996,299.589996,385900
2013-01-08,300.350006,301.500000,295.429993,297.760010,297.760010,368900
2013-01-09,298.450012,299.570007,292.179993,294.029999,294.029999,442400
2013-01-10,296.000000,298.410004,291.700012,298.410004,298.410004,438100
2013-01-11,298.959991,302.190002,296.000000,300.000000,300.000000,471300
2013-01-14,299.970001,301.989990,294.529999,295.970001,295.970001,288600
2013-01-15,292.200012,298.799988,290.609985,297.320007,297.320007,219300
2013-01-16,267.140015,283.369995,266.019989,280.940002,280.940002,3028800
2013-01-17,281.679993,293.820007,281.679993,290.329987,290.329987,1930500
2013-01-18,290.480011,296.339996,290.010010,295.019989,295.019989,785700
2013-01-22,294.589996,296.529999,290.649994,294.230011,294.230011,720100
2013-01-23,292.790009,297.119995,291.040009,293.739990,293.739990,398400
2013-01-24,293.489990,300.500000,292.869995,299.619995,299.619995,389800
2013-01-25,299.980011,305.989990,298.950012,303.480011,303.480011,797900
2013-01-28,309.500000,314.989990,307.609985,311.690002,311.690002,680300
2013-01-29,312.600006,312.970001,307.269989,310.010010,310.010010,406100
2013-01-30,311.059998,311.779999,307.179993,308.359985,308.359985,381500
2013-01-31,307.779999,309.000000,302.500000,307.010010,307.010010,448300
2013-02-01,308.500000,313.920013,308.100006,312.709991,312.709991,535900
2013-02-04,311.070007,313.540009,309.549988,310.190002,310.190002,628500
2013-02-05,309.470001,311.799988,303.500000,305.010010,305.010010,1280400
2013-02-06,305.000000,324.720001,304.000000,322.459991,322.459991,1938600
2013-02-07,321.459991,322.790009,314.440002,318.450012,318.450012,793400
2013-02-08,316.769989,321.489990,316.730011,320.720001,320.720001,403300
2013-02-11,320.970001,325.640015,320.109985,323.559998,323.559998,453300
2013-02-12,322.390015,326.989990,322.049988,322.510010,322.510010,353600
2013-02-13,321.630005,322.480011,316.160004,317.010010,317.010010,605700
2013-02-14,316.279999,319.079987,314.440002,317.720001,317.720001,483900
2013-02-15,319.029999,319.029999,310.779999,314.190002,314.190002,678300
2013-02-19,314.399994,317.579987,311.320007,313.049988,313.049988,530600
2013-02-20,312.809998,315.089996,308.000000,309.489990,309.489990,588200
2013-02-21,307.170013,313.730011,307.170013,308.130005,308.130005,639200
2013-02-22,310.769989,315.709991,310.500000,315.510010,315.510010,600300
2013-02-25,316.510010,318.320007,311.179993,311.209991,311.209991,512800
2013-02-26,312.720001,316.660004,309.019989,311.809998,311.809998,415200
2013-02-27,312.480011,318.709991,311.959991,316.209991,316.209991,330600
2013-02-28,315.290009,319.880005,313.600006,316.790009,316.790009,306400
2013-03-01,316.750000,319.820007,314.500000,319.739990,319.739990,300800
2013-03-04,318.679993,322.429993,317.549988,321.760010,321.760010,307300
2013-03-05,323.299988,332.489990,322.500000,329.239990,329.239990,520300
2013-03-06,331.380005,334.890015,328.100006,329.000000,329.000000,341500
2013-03-07,331.380005,331.380005,325.079987,327.500000,327.500000,330600
2013-03-08,328.269989,328.880005,320.630005,321.839996,321.839996,477800
2013-03-11,320.079987,327.119995,319.390015,322.420013,322.420013,363800
2013-03-12,322.420013,323.980011,317.000000,318.450012,318.450012,306400
2013-03-13,319.410004,322.380005,319.329987,322.380005,322.380005,358500
2013-03-14,321.609985,324.209991,319.529999,322.660004,322.660004,298700
2013-03-15,320.950012,323.980011,318.540009,321.350006,321.350006,311000
2013-03-18,317.359985,321.850006,317.250000,320.149994,320.149994,184800
2013-03-19,320.100006,324.529999,315.500000,317.230011,317.230011,408300
2013-03-20,319.750000,323.700012,318.250000,322.420013,322.420013,298900
2013-03-21,321.989990,322.519989,318.329987,319.420013,319.420013,425500
2013-03-22,320.279999,320.679993,317.440002,318.230011,318.230011,283500
2013-03-25,318.700012,321.700012,316.040009,316.769989,316.769989,315500
2013-03-26,318.640015,320.290009,316.350006,318.500000,318.500000,313800
2013-03-27,318.489990,320.850006,316.339996,320.589996,320.589996,215200
2013-03-28,320.170013,325.929993,319.019989,325.869995,325.869995,387400
2013-04-01,327.420013,328.470001,320.000000,321.059998,321.059998,421700
2013-04-02,321.910004,323.600006,321.640015,323.089996,323.089996,240800
2013-04-03,327.049988,330.000000,321.869995,323.790009,323.790009,413000
2013-04-04,323.630005,326.339996,321.859985,323.160004,323.160004,415500
2013-04-05,318.109985,328.779999,316.869995,328.000000,328.000000,470000
2013-04-08,327.010010,337.920013,326.799988,337.500000,337.500000,730200
2013-04-09,337.179993,337.220001,330.549988,332.670013,332.670013,521400
2013-04-10,334.179993,350.000000,334.179993,343.549988,343.549988,947700
2013-04-11,340.000000,344.239990,330.500000,331.329987,331.329987,1458400
2013-04-12,329.769989,342.000000,327.279999,341.910004,341.910004,782400
2013-04-15,349.000000,349.880005,337.029999,337.170013,337.170013,892200
2013-04-16,341.029999,343.890015,337.670013,342.170013,342.170013,447900
2013-04-17,339.589996,343.779999,337.429993,339.940002,339.940002,340200
2013-04-18,341.500000,341.500000,328.359985,328.359985,328.359985,1012900
2013-04-19,344.910004,366.730011,343.309998,366.250000,366.250000,2747400
2013-04-22,367.000000,372.989990,362.660004,362.829987,362.829987,989000
2013-04-23,363.630005,365.750000,358.140015,361.269989,361.269989,713700
2013-04-24,358.709991,365.649994,358.709991,362.790009,362.790009,419200
2013-04-25,363.299988,365.859985,361.140015,362.850006,362.850006,302300
2013-04-26,362.010010,364.220001,359.459991,361.730011,361.730011,339800
2013-04-29,362.179993,367.000000,359.519989,363.589996,363.589996,276200
2013-04-30,365.489990,365.510010,360.709991,363.190002,363.190002,373700
2013-05-01,360.950012,364.829987,358.500000,362.179993,362.179993,277900
2013-05-02,361.679993,369.320007,361.619995,365.200012,365.200012,363100
2013-05-03,368.250000,369.500000,365.649994,367.350006,367.350006,233900
2013-05-06,367.450012,376.269989,367.450012,373.980011,373.980011,496900
2013-05-07,372.570007,374.149994,359.000000,361.089996,361.089996,1009800
2013-05-08,361.809998,366.500000,359.089996,366.329987,366.329987,525600
2013-05-09,363.950012,372.980011,363.649994,367.450012,367.450012,834300
2013-05-10,366.929993,371.269989,366.040009,370.010010,370.010010,326500
2013-05-13,369.880005,370.600006,366.119995,367.510010,367.510010,326500
2013-05-14,368.000000,376.190002,367.989990,375.649994,375.649994,496400
2013-05-15,375.269989,378.399994,372.809998,374.970001,374.970001,485300
2013-05-16,374.929993,375.760010,370.649994,372.079987,372.079987,384500
2013-05-17,371.920013,375.500000,371.920013,375.160004,375.160004,288400
2013-05-20,374.799988,379.140015,374.459991,376.869995,376.869995,302100
2013-05-21,376.510010,378.760010,373.779999,377.429993,377.429993,281900
2013-05-22,377.329987,379.149994,369.700012,371.049988,371.049988,349000
2013-05-23,367.529999,370.230011,362.799988,368.450012,368.450012,378300
2013-05-24,366.640015,369.269989,363.549988,368.269989,368.269989,270900
2013-05-28,371.579987,374.000000,370.119995,370.609985,370.609985,400600
2013-05-29,368.989990,371.480011,366.230011,369.790009,369.790009,201900
2013-05-30,370.929993,373.420013,369.220001,369.850006,369.850006,195500
2013-05-31,366.209991,370.760010,361.000000,361.000000,361.000000,322100
2013-06-03,361.010010,363.279999,354.529999,358.839996,358.839996,472100
2013-06-04,356.049988,363.350006,355.049988,358.420013,358.420013,426000
2013-06-05,358.640015,359.450012,350.660004,353.029999,353.029999,288100
2013-06-06,354.420013,359.440002,351.679993,359.029999,359.029999,230000
2013-06-07,361.000000,365.799988,354.250000,365.799988,365.799988,560400
2013-06-10,366.450012,369.109985,363.540009,364.570007,364.570007,355500
2013-06-11,361.459991,367.700012,361.459991,364.750000,364.750000,248800
2013-06-12,368.609985,368.609985,362.339996,364.190002,364.190002,388400
2013-06-13,369.500000,372.559998,365.440002,371.429993,371.429993,309600
2013-06-14,369.440002,372.540009,365.250000,368.119995,368.119995,304500
2013-06-17,370.500000,372.109985,365.000000,367.679993,367.679993,257200
2013-06-18,369.019989,372.660004,368.790009,372.660004,372.660004,266600
2013-06-19,371.790009,372.500000,366.000000,366.869995,366.869995,282500
2013-06-20,363.619995,368.140015,360.070007,360.859985,360.859985,438000
2013-06-21,363.260010,363.260010,355.920013,361.640015,361.640015,691200
2013-06-24,357.720001,360.750000,352.269989,358.160004,358.160004,452500
2013-06-25,361.059998,363.980011,357.059998,358.959991,358.959991,294800
2013-06-26,364.000000,365.690002,362.269989,363.670013,363.670013,346400
2013-06-27,364.950012,366.959991,361.190002,364.149994,364.149994,336600
2013-06-28,363.160004,368.390015,360.989990,364.350006,364.350006,460300
2013-07-01,366.450012,369.239990,362.299988,363.739990,363.739990,355000
2013-07-02,364.670013,371.769989,364.670013,371.529999,371.529999,444400
2013-07-03,374.989990,386.809998,374.750000,384.470001,384.470001,692000
2013-07-05,386.000000,386.779999,383.010010,386.329987,386.329987,379000
2013-07-08,387.390015,388.209991,383.920013,386.029999,386.029999,345400
2013-07-09,387.850006,389.839996,385.670013,386.329987,386.329987,294900
2013-07-10,385.739990,385.739990,379.880005,382.029999,382.029999,378500
2013-07-11,382.500000,386.500000,380.500000,383.130005,383.130005,282300
2013-07-12,384.209991,387.489990,383.290009,386.269989,386.269989,340400
2013-07-15,385.420013,386.579987,383.140015,384.190002,384.190002,337700
2013-07-16,383.000000,383.299988,374.440002,379.130005,379.130005,560000
2013-07-17,379.790009,379.970001,372.130005,375.769989,375.769989,478100
2013-07-18,375.989990,377.399994,372.750000,376.750000,376.750000,971600
2013-07-19,399.049988,410.119995,395.019989,408.970001,408.970001,2270100
2013-07-22,405.320007,407.989990,400.799988,401.799988,401.799988,577700
2013-07-23,401.339996,404.839996,396.489990,397.410004,397.410004,392200
2013-07-24,396.750000,402.890015,396.750000,400.119995,400.119995,452100
2013-07-25,400.410004,404.720001,395.869995,404.250000,404.250000,533000
2013-07-26,402.829987,407.690002,402.829987,405.869995,405.869995,339400
2013-07-29,404.459991,408.350006,402.049988,404.440002,404.440002,193300
2013-07-30,406.290009,409.739990,405.269989,407.380005,407.380005,257200
2013-07-31,407.890015,414.899994,406.700012,412.269989,412.269989,483000
2013-08-01,414.899994,418.230011,412.630005,413.809998,413.809998,274700
2013-08-02,414.600006,414.739990,411.010010,412.089996,412.089996,246200
2013-08-05,411.489990,413.019989,410.440002,412.299988,412.299988,199200
2013-08-06,411.609985,412.890015,405.260010,405.890015,405.890015,320100
2013-08-07,404.649994,407.890015,403.779999,404.489990,404.489990,208500
2013-08-08,404.920013,411.279999,404.920013,407.899994,407.899994,196100
2013-08-09,405.790009,409.250000,405.470001,405.739990,405.739990,231500
2013-08-12,403.500000,407.570007,401.739990,402.970001,402.970001,192900
2013-08-13,401.940002,406.970001,400.170013,406.339996,406.339996,169100
2013-08-14,405.239990,406.190002,402.000000,404.640015,404.640015,101200
2013-08-15,401.940002,404.670013,397.010010,401.480011,401.480011,269400
2013-08-16,401.329987,404.950012,400.339996,401.940002,401.940002,171200
2013-08-19,401.600006,407.260010,400.369995,403.600006,403.600006,172200
2013-08-20,407.369995,412.200012,405.660004,407.549988,407.549988,273400
2013-08-21,406.459991,407.609985,402.339996,403.000000,403.000000,195900
2013-08-22,405.700012,408.850006,402.559998,407.049988,407.049988,259300
2013-08-23,403.950012,406.170013,401.880005,402.790009,402.790009,235000
2013-08-26,405.000000,405.000000,401.049988,402.089996,402.089996,208900
2013-08-27,398.529999,403.940002,398.000000,400.079987,400.079987,270900
2013-08-28,401.500000,408.170013,401.500000,403.049988,403.049988,271600
2013-08-29,403.940002,409.989990,403.940002,406.779999,406.779999,314200
2013-08-30,406.329987,408.989990,405.510010,408.170013,408.170013,276600
2013-09-03,410.250000,412.730011,403.369995,404.899994,404.899994,250700
2013-09-04,406.299988,410.369995,404.480011,409.709991,409.709991,267700
2013-09-05,409.170013,412.339996,408.000000,408.720001,408.720001,174600
2013-09-06,408.779999,411.769989,403.529999,408.519989,408.519989,256400
2013-09-09,408.540009,412.679993,408.000000,411.700012,411.700012,220200
2013-09-10,413.250000,419.000000,412.869995,418.640015,418.640015,288600
2013-09-11,416.829987,423.489990,415.850006,423.480011,423.480011,353700
2013-09-12,420.299988,425.000000,420.109985,421.640015,421.640015,220400
2013-09-13,423.850006,425.500000,419.290009,425.339996,425.339996,277900
2013-09-16,427.519989,427.519989,421.000000,423.459991,423.459991,342100
2013-09-17,424.859985,425.869995,421.720001,425.410004,425.410004,165000
2013-09-18,425.399994,427.500000,423.100006,426.230011,426.230011,303100
